sample	samples	MRPS16	primary disease or tissue	_primary_site
GTEX-13SLW-0011-R1a-SM-5S2W7	GTEX-13SLW-0011-R1a-SM-5S2W7	10.16	Brain - Hippocampus	Brain
GTEX-13X6J-0011-R11a-SM-5P9HE	GTEX-13X6J-0011-R11a-SM-5P9HE	10.16	Brain - Cerebellar Hemisphere	Brain
GTEX-13QJC-0011-R8b-SM-5S2U6	GTEX-13QJC-0011-R8b-SM-5S2U6	10.16	Brain - Hypothalamus	Brain
TCGA-E1-A7YQ-01	TCGA-E1-A7YQ-01	10.16	Brain Lower Grade Glioma	Brain
TCGA-14-0871-01	TCGA-14-0871-01	10.16	Glioblastoma Multiforme	Brain
GTEX-N7MS-2526-SM-2D7W3	GTEX-N7MS-2526-SM-2D7W3	10.15	Brain - Cerebellum	Brain
GTEX-139TS-0011-R2b-SM-5J1MX	GTEX-139TS-0011-R2b-SM-5J1MX	10.15	Brain - Substantia Nigra	Brain
GTEX-13N1W-0011-R11a-SM-5MR3D	GTEX-13N1W-0011-R11a-SM-5MR3D	10.15	Brain - Cerebellar Hemisphere	Brain
GTEX-13OW7-0011-R11a-SM-5O9DY	GTEX-13OW7-0011-R11a-SM-5O9DY	10.15	Brain - Cerebellar Hemisphere	Brain
GTEX-145MH-0011-R11a-SM-5P9HQ	GTEX-145MH-0011-R11a-SM-5P9HQ	10.15	Brain - Cerebellar Hemisphere	Brain
GTEX-ZDXO-0011-R11a-SM-4WWD9	GTEX-ZDXO-0011-R11a-SM-4WWD9	10.15	Brain - Cerebellar Hemisphere	Brain
GTEX-R55F-0011-R6A-SM-2TF4L	GTEX-R55F-0011-R6A-SM-2TF4L	10.15	Brain - Nucleus Accumbens (Basal Ganglia)	Brain
GTEX-N7MS-2526-SM-26GMR	GTEX-N7MS-2526-SM-26GMR	10.14	Brain - Cerebellum	Brain
GTEX-NPJ8-2626-SM-26GMI	GTEX-NPJ8-2626-SM-26GMI	10.14	Brain - Cerebellum	Brain
GTEX-13FHP-0011-R1b-SM-5K7XL	GTEX-13FHP-0011-R1b-SM-5K7XL	10.14	Brain - Hippocampus	Brain
GTEX-ZXG5-0011-R7b-SM-57WCC	GTEX-ZXG5-0011-R7b-SM-57WCC	10.14	Brain - Putamen (Basal Ganglia)	Brain
GTEX-13NYS-0011-R9b-SM-5MR44	GTEX-13NYS-0011-R9b-SM-5MR44	10.14	Brain - Spinal Cord (Cervical C-1)	Brain
GTEX-12696-3026-SM-5FQTU	GTEX-12696-3026-SM-5FQTU	10.13	Brain - Cerebellum	Brain
GTEX-WHSE-2926-SM-3NMBG	GTEX-WHSE-2926-SM-3NMBG	10.13	Brain - Cerebellum	Brain
GTEX-WVLH-2926-SM-3MJG5	GTEX-WVLH-2926-SM-3MJG5	10.13	Brain - Cerebellum	Brain
GTEX-139T8-0011-R3b-SM-5HL4R	GTEX-139T8-0011-R3b-SM-5HL4R	10.13	Brain - Anterior Cingulate Cortex (Ba24)	Brain
GTEX-NPJ8-0011-R10A-SM-2YUMO	GTEX-NPJ8-0011-R10A-SM-2YUMO	10.13	Brain - Frontal Cortex (Ba9)	Brain
GTEX-11GSP-0011-R11b-SM-5NQ7V	GTEX-11GSP-0011-R11b-SM-5NQ7V	10.13	Brain - Cerebellar Hemisphere	Brain
GTEX-13FHO-0011-R7b-SM-5LZXD	GTEX-13FHO-0011-R7b-SM-5LZXD	10.13	Brain - Putamen (Basal Ganglia)	Brain
GTEX-N7MS-0011-R7a-SM-2HMKN	GTEX-N7MS-0011-R7a-SM-2HMKN	10.13	Brain - Putamen (Basal Ganglia)	Brain
GTEX-RNOR-0011-R7A-SM-2TF4V	GTEX-RNOR-0011-R7A-SM-2TF4V	10.13	Brain - Putamen (Basal Ganglia)	Brain
GTEX-WL46-0011-R7A-SM-3LK7X	GTEX-WL46-0011-R7A-SM-3LK7X	10.13	Brain - Putamen (Basal Ganglia)	Brain
GTEX-139UC-0011-R4a-SM-5K7XM	GTEX-139UC-0011-R4a-SM-5K7XM	10.13	Brain - Amygdala	Brain
GTEX-13JVG-0011-R4a-SM-5MR4C	GTEX-13JVG-0011-R4a-SM-5MR4C	10.13	Brain - Amygdala	Brain
GTEX-13112-2926-SM-5DUWT	GTEX-13112-2926-SM-5DUWT	10.12	Brain - Cerebellum	Brain
GTEX-N7MT-1226-SM-2TC6K	GTEX-N7MT-1226-SM-2TC6K	10.12	Brain - Cerebellum	Brain
GTEX-RU72-2926-SM-2TF66	GTEX-RU72-2926-SM-2TF66	10.12	Brain - Cerebellum	Brain
GTEX-13OW6-0011-R11a-SM-5L3H2	GTEX-13OW6-0011-R11a-SM-5L3H2	10.12	Brain - Cerebellar Hemisphere	Brain
GTEX-14BIM-0011-R5b-SM-5S2RM	GTEX-14BIM-0011-R5b-SM-5S2RM	10.12	Brain - Caudate (Basal Ganglia)	Brain
GTEX-11WQK-0011-R9b-SM-5BC6N	GTEX-11WQK-0011-R9b-SM-5BC6N	10.12	Brain - Spinal Cord (Cervical C-1)	Brain
GTEX-YFC4-3026-SM-5IFJK	GTEX-YFC4-3026-SM-5IFJK	10.11	Brain - Cerebellum	Brain
GTEX-Y8DK-0011-R1A-SM-4RGLO	GTEX-Y8DK-0011-R1A-SM-4RGLO	10.11	Brain - Hippocampus	Brain
GTEX-X4XX-0011-R3B-SM-46MWK	GTEX-X4XX-0011-R3B-SM-46MWK	10.11	Brain - Anterior Cingulate Cortex (Ba24)	Brain
GTEX-Z93S-0011-R11a-SM-4RGNN	GTEX-Z93S-0011-R11a-SM-4RGNN	10.11	Brain - Cerebellar Hemisphere	Brain
GTEX-S7PM-0011-R5A-SM-3NM8G	GTEX-S7PM-0011-R5A-SM-3NM8G	10.11	Brain - Caudate (Basal Ganglia)	Brain
GTEX-X4XX-0011-R5A-SM-46MWN	GTEX-X4XX-0011-R5A-SM-46MWN	10.11	Brain - Caudate (Basal Ganglia)	Brain
GTEX-X585-0011-R5A-SM-46MVI	GTEX-X585-0011-R5A-SM-46MVI	10.11	Brain - Caudate (Basal Ganglia)	Brain
GTEX-X4XY-0011-R8A-SM-46MVC	GTEX-X4XY-0011-R8A-SM-46MVC	10.11	Brain - Hypothalamus	Brain
GTEX-11ONC-3026-SM-5985W	GTEX-11ONC-3026-SM-5985W	10.10	Brain - Cerebellum	Brain
GTEX-1313W-3026-SM-5LZUZ	GTEX-1313W-3026-SM-5LZUZ	10.10	Brain - Cerebellum	Brain
GTEX-NL3H-0011-R3a-SM-2I3GL	GTEX-NL3H-0011-R3a-SM-2I3GL	10.10	Brain - Anterior Cingulate Cortex (Ba24)	Brain
GTEX-XMD1-0011-R3B-SM-4AT5R	GTEX-XMD1-0011-R3B-SM-4AT5R	10.10	Brain - Anterior Cingulate Cortex (Ba24)	Brain
GTEX-NL3H-0011-R10A-SM-2I3E9	GTEX-NL3H-0011-R10A-SM-2I3E9	10.10	Brain - Frontal Cortex (Ba9)	Brain
GTEX-12126-0011-R11a-SM-5BC6X	GTEX-12126-0011-R11a-SM-5BC6X	10.10	Brain - Cerebellar Hemisphere	Brain
GTEX-13N2G-0011-R11a-SM-5MR3F	GTEX-13N2G-0011-R11a-SM-5MR3F	10.10	Brain - Cerebellar Hemisphere	Brain
GTEX-13S7M-0011-R11b-SM-5P9HU	GTEX-13S7M-0011-R11b-SM-5P9HU	10.10	Brain - Cerebellar Hemisphere	Brain
GTEX-X4XX-0011-R11A-SM-46MWQ	GTEX-X4XX-0011-R11A-SM-46MWQ	10.10	Brain - Cerebellar Hemisphere	Brain
GTEX-X4XX-0011-R8B-SM-46MWM	GTEX-X4XX-0011-R8B-SM-46MWM	10.10	Brain - Hypothalamus	Brain
GTEX-13VXU-3026-SM-5LU3K	GTEX-13VXU-3026-SM-5LU3K	10.09	Brain - Cerebellum	Brain
GTEX-13X6I-2926-SM-5Q5C3	GTEX-13X6I-2926-SM-5Q5C3	10.09	Brain - Cerebellum	Brain
GTEX-NPJ8-2626-SM-26GMZ	GTEX-NPJ8-2626-SM-26GMZ	10.09	Brain - Cerebellum	Brain
GTEX-13OW8-0011-R11a-SM-5L3GT	GTEX-13OW8-0011-R11a-SM-5L3GT	10.09	Brain - Cerebellar Hemisphere	Brain
GTEX-13RTJ-0011-R11a-SM-5O9CK	GTEX-13RTJ-0011-R11a-SM-5O9CK	10.09	Brain - Cerebellar Hemisphere	Brain
GTEX-14ABY-0011-R11a-SM-5SI7C	GTEX-14ABY-0011-R11a-SM-5SI7C	10.09	Brain - Cerebellar Hemisphere	Brain
GTEX-13NYS-0011-R6b-SM-5MR3R	GTEX-13NYS-0011-R6b-SM-5MR3R	10.09	Brain - Nucleus Accumbens (Basal Ganglia)	Brain
GTEX-T2IS-2926-SM-32QPO	GTEX-T2IS-2926-SM-32QPO	10.08	Brain - Cerebellum	Brain
GTEX-XOTO-2926-SM-4B65G	GTEX-XOTO-2926-SM-4B65G	10.08	Brain - Cerebellum	Brain
GTEX-X261-0011-R10B-SM-4E3JT	GTEX-X261-0011-R10B-SM-4E3JT	10.08	Brain - Frontal Cortex (Ba9)	Brain
GTEX-13CF2-0011-R11b-SM-5LZXO	GTEX-13CF2-0011-R11b-SM-5LZXO	10.08	Brain - Cerebellar Hemisphere	Brain
GTEX-13SLX-0011-R11b-SM-5O9C8	GTEX-13SLX-0011-R11b-SM-5O9C8	10.08	Brain - Cerebellar Hemisphere	Brain
GTEX-WL46-0011-R11A-SM-3MJFT	GTEX-WL46-0011-R11A-SM-3MJFT	10.08	Brain - Cerebellar Hemisphere	Brain
GTEX-ZF28-0011-R5a-SM-4WWCZ	GTEX-ZF28-0011-R5a-SM-4WWCZ	10.08	Brain - Caudate (Basal Ganglia)	Brain
GTEX-QDT8-0011-R9A-SM-32PKH	GTEX-QDT8-0011-R9A-SM-32PKH	10.08	Brain - Spinal Cord (Cervical C-1)	Brain
GTEX-12126-0926-SM-5FQTW	GTEX-12126-0926-SM-5FQTW	10.07	Brain - Cerebellum	Brain
GTEX-14BIN-3326-SM-5Q5E6	GTEX-14BIN-3326-SM-5Q5E6	10.07	Brain - Cerebellum	Brain
GTEX-12WSH-0011-R2a-SM-5GU68	GTEX-12WSH-0011-R2a-SM-5GU68	10.07	Brain - Substantia Nigra	Brain
GTEX-13FXS-0011-R11a-SM-5L3DM	GTEX-13FXS-0011-R11a-SM-5L3DM	10.07	Brain - Cerebellar Hemisphere	Brain
GTEX-RU72-0011-R6A-SM-2TF71	GTEX-RU72-0011-R6A-SM-2TF71	10.07	Brain - Nucleus Accumbens (Basal Ganglia)	Brain
GTEX-ZF28-3026-SM-4WKHP	GTEX-ZF28-3026-SM-4WKHP	10.06	Brain - Cortex	Brain
GTEX-131XH-2926-SM-5LZU4	GTEX-131XH-2926-SM-5LZU4	10.06	Brain - Cerebellum	Brain
GTEX-144GL-2926-SM-5O99F	GTEX-144GL-2926-SM-5O99F	10.06	Brain - Cerebellum	Brain
GTEX-11ONC-0011-R1a-SM-57WD4	GTEX-11ONC-0011-R1a-SM-57WD4	10.06	Brain - Hippocampus	Brain
GTEX-XMD1-0011-R1A-SM-4AT4C	GTEX-XMD1-0011-R1A-SM-4AT4C	10.06	Brain - Hippocampus	Brain
GTEX-13NYS-0011-R10a-SM-5MR4S	GTEX-13NYS-0011-R10a-SM-5MR4S	10.06	Brain - Frontal Cortex (Ba9)	Brain
GTEX-ZAB4-0011-R11a-SM-4SOKI	GTEX-ZAB4-0011-R11a-SM-4SOKI	10.06	Brain - Cerebellar Hemisphere	Brain
GTEX-11WQC-0011-R7b-SM-5BC7A	GTEX-11WQC-0011-R7b-SM-5BC7A	10.06	Brain - Putamen (Basal Ganglia)	Brain
TCGA-VW-A8FI-01	TCGA-VW-A8FI-01	10.06	Brain Lower Grade Glioma	Brain
GTEX-11O72-2826-SM-5HL6W	GTEX-11O72-2826-SM-5HL6W	10.05	Brain - Cerebellum	Brain
GTEX-11PRG-2826-SM-5BC54	GTEX-11PRG-2826-SM-5BC54	10.05	Brain - Cerebellum	Brain
GTEX-13JVG-3226-SM-5IJGJ	GTEX-13JVG-3226-SM-5IJGJ	10.05	Brain - Cerebellum	Brain
GTEX-12ZZW-0011-R3a-SM-5DUWW	GTEX-12ZZW-0011-R3a-SM-5DUWW	10.05	Brain - Anterior Cingulate Cortex (Ba24)	Brain
GTEX-QMR6-0011-R11A-SM-32PKK	GTEX-QMR6-0011-R11A-SM-32PKK	10.05	Brain - Cerebellar Hemisphere	Brain
GTEX-QVJO-0011-R7A-SM-2S1QO	GTEX-QVJO-0011-R7A-SM-2S1QO	10.05	Brain - Putamen (Basal Ganglia)	Brain
GTEX-ZYY3-3026-SM-5GIEJ	GTEX-ZYY3-3026-SM-5GIEJ	10.04	Brain - Cerebellum	Brain
GTEX-13G51-0011-R11b-SM-5J2NE	GTEX-13G51-0011-R11b-SM-5J2NE	10.04	Brain - Cerebellar Hemisphere	Brain
GTEX-NPJ8-1526-SM-2D7VU	GTEX-NPJ8-1526-SM-2D7VU	10.03	Brain - Cortex	Brain
GTEX-13FHO-2926-SM-5L3ES	GTEX-13FHO-2926-SM-5L3ES	10.03	Brain - Cerebellum	Brain
GTEX-13JUV-3026-SM-5K7WX	GTEX-13JUV-3026-SM-5K7WX	10.03	Brain - Cerebellum	Brain
GTEX-13OW5-3126-SM-5MR3Y	GTEX-13OW5-3126-SM-5MR3Y	10.03	Brain - Cerebellum	Brain
GTEX-UTHO-2926-SM-3P5Z9	GTEX-UTHO-2926-SM-3P5Z9	10.03	Brain - Cerebellum	Brain
GTEX-NPJ8-0011-R1a-SM-5SI8B	GTEX-NPJ8-0011-R1a-SM-5SI8B	10.03	Brain - Hippocampus	Brain
GTEX-13RTL-0011-R3a-SM-5P9JP	GTEX-13RTL-0011-R3a-SM-5P9JP	10.03	Brain - Anterior Cingulate Cortex (Ba24)	Brain
GTEX-144GL-0011-R11b-SM-5P9F6	GTEX-144GL-0011-R11b-SM-5P9F6	10.03	Brain - Cerebellar Hemisphere	Brain
GTEX-RVPU-0011-R9A-SM-3NM8E	GTEX-RVPU-0011-R9A-SM-3NM8E	10.03	Brain - Spinal Cord (Cervical C-1)	Brain
GTEX-13OVL-0011-R4b-SM-5L3HV	GTEX-13OVL-0011-R4b-SM-5L3HV	10.03	Brain - Amygdala	Brain
TCGA-26-5134-01	TCGA-26-5134-01	10.03	Glioblastoma Multiforme	Brain
GTEX-139TS-3126-SM-5LZWX	GTEX-139TS-3126-SM-5LZWX	10.02	Brain - Cerebellum	Brain
GTEX-13FHP-2926-SM-5IJG9	GTEX-13FHP-2926-SM-5IJG9	10.02	Brain - Cerebellum	Brain
GTEX-Y111-2826-SM-4TT3O	GTEX-Y111-2826-SM-4TT3O	10.02	Brain - Cerebellum	Brain
GTEX-ZDXO-2926-SM-4WKFM	GTEX-ZDXO-2926-SM-4WKFM	10.02	Brain - Cerebellum	Brain
GTEX-NPJ7-0011-R11A-SM-2I3E8	GTEX-NPJ7-0011-R11A-SM-2I3E8	10.02	Brain - Cerebellar Hemisphere	Brain
GTEX-Y8DK-0011-R11A-SM-4SOK2	GTEX-Y8DK-0011-R11A-SM-4SOK2	10.02	Brain - Cerebellar Hemisphere	Brain
GTEX-R55F-0011-R5A-SM-2TF5L	GTEX-R55F-0011-R5A-SM-2TF5L	10.02	Brain - Caudate (Basal Ganglia)	Brain
GTEX-NL3H-0011-R7a-SM-2I3G5	GTEX-NL3H-0011-R7a-SM-2I3G5	10.02	Brain - Putamen (Basal Ganglia)	Brain
GTEX-13JVG-0011-R8a-SM-5KM3E	GTEX-13JVG-0011-R8a-SM-5KM3E	10.02	Brain - Hypothalamus	Brain
GTEX-XMD1-2926-SM-4AT42	GTEX-XMD1-2926-SM-4AT42	10.01	Brain - Cortex	Brain
GTEX-11ZTS-3226-SM-5EGID	GTEX-11ZTS-3226-SM-5EGID	10.01	Brain - Cerebellum	Brain
GTEX-PVOW-0011-R1A-SM-32PL6	GTEX-PVOW-0011-R1A-SM-32PL6	10.01	Brain - Hippocampus	Brain
GTEX-13FHP-0011-R11b-SM-5LZXP	GTEX-13FHP-0011-R11b-SM-5LZXP	10.01	Brain - Cerebellar Hemisphere	Brain
GTEX-X261-0011-R6B-SM-4E3J8	GTEX-X261-0011-R6B-SM-4E3J8	10.01	Brain - Nucleus Accumbens (Basal Ganglia)	Brain
GTEX-117XS-3126-SM-5GIDP	GTEX-117XS-3126-SM-5GIDP	10.00	Brain - Cerebellum	Brain
GTEX-N7MT-1226-SM-2D7W4	GTEX-N7MT-1226-SM-2D7W4	10.00	Brain - Cerebellum	Brain
GTEX-12WSH-0011-R10a-SM-5LZUS	GTEX-12WSH-0011-R10a-SM-5LZUS	10.00	Brain - Frontal Cortex (Ba9)	Brain
GTEX-NL3H-0011-R6a-SM-2I3G8	GTEX-NL3H-0011-R6a-SM-2I3G8	10.00	Brain - Nucleus Accumbens (Basal Ganglia)	Brain
GTEX-13CIG-0011-R5b-SM-5L3F2	GTEX-13CIG-0011-R5b-SM-5L3F2	9.998	Brain - Caudate (Basal Ganglia)	Brain
GTEX-12WSH-0011-R9b-SM-5LZUG	GTEX-12WSH-0011-R9b-SM-5LZUG	9.998	Brain - Spinal Cord (Cervical C-1)	Brain
GTEX-11GSP-3126-SM-5A5LL	GTEX-11GSP-3126-SM-5A5LL	9.996	Brain - Cerebellum	Brain
GTEX-RVPU-0011-R8A-SM-2TF74	GTEX-RVPU-0011-R8A-SM-2TF74	9.996	Brain - Hypothalamus	Brain
GTEX-RNOR-0011-R9A-SM-2TF52	GTEX-RNOR-0011-R9A-SM-2TF52	9.992	Brain - Spinal Cord (Cervical C-1)	Brain
GTEX-13OVH-2926-SM-5IJFH	GTEX-13OVH-2926-SM-5IJFH	9.990	Brain - Cerebellum	Brain
GTEX-13NZA-0011-R1b-SM-5LUAF	GTEX-13NZA-0011-R1b-SM-5LUAF	9.990	Brain - Hippocampus	Brain
GTEX-12WSH-3026-SM-5CVNI	GTEX-12WSH-3026-SM-5CVNI	9.987	Brain - Cortex	Brain
GTEX-11DXW-1026-SM-5H11K	GTEX-11DXW-1026-SM-5H11K	9.987	Brain - Cerebellum	Brain
GTEX-X4XX-0011-R6B-SM-46MWP	GTEX-X4XX-0011-R6B-SM-46MWP	9.983	Brain - Nucleus Accumbens (Basal Ganglia)	Brain
GTEX-12WSE-2926-SM-5RQJ9	GTEX-12WSE-2926-SM-5RQJ9	9.982	Brain - Cerebellum	Brain
GTEX-NL3H-0011-R5a-SM-2I3GB	GTEX-NL3H-0011-R5a-SM-2I3GB	9.982	Brain - Caudate (Basal Ganglia)	Brain
GTEX-13OW8-2926-SM-5L3FV	GTEX-13OW8-2926-SM-5L3FV	9.981	Brain - Cerebellum	Brain
GTEX-13S7M-3026-SM-5S2QQ	GTEX-13S7M-3026-SM-5S2QQ	9.981	Brain - Cerebellum	Brain
GTEX-NPJ7-0011-R9a-SM-2TC5R	GTEX-NPJ7-0011-R9a-SM-2TC5R	9.976	Brain - Spinal Cord (Cervical C-1)	Brain
GTEX-12WS9-0011-R10a-SM-57WBV	GTEX-12WS9-0011-R10a-SM-57WBV	9.974	Brain - Frontal Cortex (Ba9)	Brain
GTEX-12WSM-0011-R1a-SM-5LZW6	GTEX-12WSM-0011-R1a-SM-5LZW6	9.971	Brain - Hippocampus	Brain
GTEX-NPJ8-0011-R1a-SM-2HMLC	GTEX-NPJ8-0011-R1a-SM-2HMLC	9.968	Brain - Hippocampus	Brain
GTEX-13OW6-2926-SM-5KM29	GTEX-13OW6-2926-SM-5KM29	9.967	Brain - Cerebellum	Brain
GTEX-12WSM-2126-SM-5GCOC	GTEX-12WSM-2126-SM-5GCOC	9.964	Brain - Cerebellum	Brain
GTEX-Q2AG-2826-SM-2HMJQ	GTEX-Q2AG-2826-SM-2HMJQ	9.964	Brain - Cerebellum	Brain
GTEX-R55E-2526-SM-2TC6H	GTEX-R55E-2526-SM-2TC6H	9.964	Brain - Cerebellum	Brain
GTEX-ZZPT-2926-SM-5EQ5S	GTEX-ZZPT-2926-SM-5EQ5S	9.961	Brain - Cerebellum	Brain
GTEX-144GL-0011-R4a-SM-5PNUI	GTEX-144GL-0011-R4a-SM-5PNUI	9.961	Brain - Amygdala	Brain
GTEX-13FTY-0011-R1a-SM-5LZXE	GTEX-13FTY-0011-R1a-SM-5LZXE	9.960	Brain - Hippocampus	Brain
GTEX-145MI-0011-R8b-SM-5PNZ9	GTEX-145MI-0011-R8b-SM-5PNZ9	9.960	Brain - Hypothalamus	Brain
GTEX-13O3O-3026-SM-5KM42	GTEX-13O3O-3026-SM-5KM42	9.958	Brain - Cerebellum	Brain
GTEX-ZAK1-2926-SM-5HL9S	GTEX-ZAK1-2926-SM-5HL9S	9.957	Brain - Cerebellum	Brain
GTEX-13X6I-0011-R11a-SM-5P9HN	GTEX-13X6I-0011-R11a-SM-5P9HN	9.957	Brain - Cerebellar Hemisphere	Brain
GTEX-XMD1-0011-R10A-SM-4AT4A	GTEX-XMD1-0011-R10A-SM-4AT4A	9.953	Brain - Frontal Cortex (Ba9)	Brain
GTEX-QDT8-3026-SM-32PKB	GTEX-QDT8-3026-SM-32PKB	9.951	Brain - Cerebellum	Brain
GTEX-13QIC-0011-R11b-SM-5O9BU	GTEX-13QIC-0011-R11b-SM-5O9BU	9.940	Brain - Cerebellar Hemisphere	Brain
GTEX-12ZZZ-0011-R4b-SM-5DUV7	GTEX-12ZZZ-0011-R4b-SM-5DUV7	9.939	Brain - Amygdala	Brain
GTEX-11TTK-2826-SM-5GU5K	GTEX-11TTK-2826-SM-5GU5K	9.935	Brain - Cerebellum	Brain
GTEX-UTHO-0011-R3A-SM-3GIK8	GTEX-UTHO-0011-R3A-SM-3GIK8	9.932	Brain - Anterior Cingulate Cortex (Ba24)	Brain
GTEX-XMD1-0011-R6A-SM-4AT5K	GTEX-XMD1-0011-R6A-SM-4AT5K	9.914	Brain - Nucleus Accumbens (Basal Ganglia)	Brain
GTEX-UTHO-0011-R10A-SM-3GIJQ	GTEX-UTHO-0011-R10A-SM-3GIJQ	9.909	Brain - Frontal Cortex (Ba9)	Brain
GTEX-13OVH-0011-R11b-SM-5KM4X	GTEX-13OVH-0011-R11b-SM-5KM4X	9.906	Brain - Cerebellar Hemisphere	Brain
GTEX-139TT-0011-R11b-SM-5LZV1	GTEX-139TT-0011-R11b-SM-5LZV1	9.899	Brain - Cerebellar Hemisphere	Brain
GTEX-13O3O-0011-R11b-SM-5KM4G	GTEX-13O3O-0011-R11b-SM-5KM4G	9.898	Brain - Cerebellar Hemisphere	Brain
GTEX-13CF2-0011-R1a-SM-5LZY1	GTEX-13CF2-0011-R1a-SM-5LZY1	9.892	Brain - Hippocampus	Brain
GTEX-X4XY-0011-R10B-SM-46MWS	GTEX-X4XY-0011-R10B-SM-46MWS	9.890	Brain - Frontal Cortex (Ba9)	Brain
GTEX-T5JC-2326-SM-32PMR	GTEX-T5JC-2326-SM-32PMR	9.887	Brain - Cerebellum	Brain
GTEX-11GSO-3026-SM-5Q5AL	GTEX-11GSO-3026-SM-5Q5AL	9.886	Brain - Cerebellum	Brain
GTEX-13JUV-0011-R7b-SM-5LZZG	GTEX-13JUV-0011-R7b-SM-5LZZG	9.885	Brain - Putamen (Basal Ganglia)	Brain
GTEX-ZVZQ-0011-R1a-SM-57WBU	GTEX-ZVZQ-0011-R1a-SM-57WBU	9.884	Brain - Hippocampus	Brain
GTEX-ZF28-0011-R3a-SM-4WWDA	GTEX-ZF28-0011-R3a-SM-4WWDA	9.883	Brain - Anterior Cingulate Cortex (Ba24)	Brain
GTEX-12ZZZ-3126-SM-5LZU6	GTEX-12ZZZ-3126-SM-5LZU6	9.879	Brain - Cerebellum	Brain
GTEX-11O72-2926-SM-5BC4V	GTEX-11O72-2926-SM-5BC4V	9.878	Brain - Cortex	Brain
GTEX-QVUS-2926-SM-3GIJB	GTEX-QVUS-2926-SM-3GIJB	9.876	Brain - Cerebellum	Brain
GTEX-ZE7O-0011-R1a-SM-57WDM	GTEX-ZE7O-0011-R1a-SM-57WDM	9.875	Brain - Hippocampus	Brain
GTEX-12WSH-0011-R1a-SM-5GU5V	GTEX-12WSH-0011-R1a-SM-5GU5V	9.874	Brain - Hippocampus	Brain
GTEX-144GO-0011-R1a-SM-5PNWO	GTEX-144GO-0011-R1a-SM-5PNWO	9.870	Brain - Hippocampus	Brain
GTEX-ZF28-0011-R1a-SM-4WWD1	GTEX-ZF28-0011-R1a-SM-4WWD1	9.870	Brain - Hippocampus	Brain
GTEX-RVPU-0011-R6A-SM-2XCAC	GTEX-RVPU-0011-R6A-SM-2XCAC	9.863	Brain - Nucleus Accumbens (Basal Ganglia)	Brain
GTEX-XLM4-2926-SM-4AT59	GTEX-XLM4-2926-SM-4AT59	9.862	Brain - Cerebellum	Brain
GTEX-UTHO-0011-R6A-SM-3GIJW	GTEX-UTHO-0011-R6A-SM-3GIJW	9.861	Brain - Nucleus Accumbens (Basal Ganglia)	Brain
GTEX-11EMC-3326-SM-5P9JH	GTEX-11EMC-3326-SM-5P9JH	9.844	Brain - Cerebellum	Brain
GTEX-13CIG-0011-R3b-SM-5K7XF	GTEX-13CIG-0011-R3b-SM-5K7XF	9.843	Brain - Anterior Cingulate Cortex (Ba24)	Brain
GTEX-YJ89-0011-R11a-SM-4SOKA	GTEX-YJ89-0011-R11a-SM-4SOKA	9.841	Brain - Cerebellar Hemisphere	Brain
GTEX-1192X-3226-SM-5987D	GTEX-1192X-3226-SM-5987D	9.836	Brain - Cerebellum	Brain
GTEX-14BIN-0011-R11a-SM-5SI79	GTEX-14BIN-0011-R11a-SM-5SI79	9.830	Brain - Cerebellar Hemisphere	Brain
GTEX-12WSE-0011-R7a-SM-5PNWF	GTEX-12WSE-0011-R7a-SM-5PNWF	9.830	Brain - Putamen (Basal Ganglia)	Brain
GTEX-12WS9-2826-SM-5FQU9	GTEX-12WS9-2826-SM-5FQU9	9.827	Brain - Cerebellum	Brain
GTEX-14BIM-3126-SM-5Q5C7	GTEX-14BIM-3126-SM-5Q5C7	9.827	Brain - Cerebellum	Brain
GTEX-X4XX-0011-R7A-SM-46MWR	GTEX-X4XX-0011-R7A-SM-46MWR	9.821	Brain - Putamen (Basal Ganglia)	Brain
GTEX-X4XX-0011-R4B-SM-46MWL	GTEX-X4XX-0011-R4B-SM-46MWL	9.819	Brain - Amygdala	Brain
GTEX-X261-0011-R11A-SM-4E3JY	GTEX-X261-0011-R11A-SM-4E3JY	9.816	Brain - Cerebellar Hemisphere	Brain
GTEX-ZAJG-3026-SM-5HL92	GTEX-ZAJG-3026-SM-5HL92	9.812	Brain - Cerebellum	Brain
GTEX-13PLJ-0011-R11b-SM-5O9BS	GTEX-13PLJ-0011-R11b-SM-5O9BS	9.812	Brain - Cerebellar Hemisphere	Brain
GTEX-ZE9C-0011-R4a-SM-4WKH6	GTEX-ZE9C-0011-R4a-SM-4WKH6	9.806	Brain - Amygdala	Brain
GTEX-NPJ8-2626-SM-2D7W2	GTEX-NPJ8-2626-SM-2D7W2	9.799	Brain - Cerebellum	Brain
GTEX-139T8-0011-R1a-SM-5HL75	GTEX-139T8-0011-R1a-SM-5HL75	9.794	Brain - Hippocampus	Brain
GTEX-132Q8-2926-SM-5IFFP	GTEX-132Q8-2926-SM-5IFFP	9.791	Brain - Cerebellum	Brain
GTEX-11DZ1-2926-SM-5A5KI	GTEX-11DZ1-2926-SM-5A5KI	9.790	Brain - Cerebellum	Brain
GTEX-139UW-0011-R11a-SM-5IJGN	GTEX-139UW-0011-R11a-SM-5IJGN	9.790	Brain - Cerebellar Hemisphere	Brain
GTEX-1128S-2826-SM-5N9DI	GTEX-1128S-2826-SM-5N9DI	9.775	Brain - Cerebellum	Brain
